housing_median_age,total_rooms,median_income,total_bedrooms,Make,population,households,GenderMainOwner,median_house_value,Exposure ,Indicator
36,1683,286,740,FORD,324,4.7604,Male,294700,1,0
26,3269,788,1427,FORD,696,4.2136,Male,288300,1,0
35,2294,411,1054,MAZDA,449,4.0667,Female,276900,1,0
42,2001,402,942,NISSAN,375,4.4453,Male,255400,1,0
36,844,153,373,SAAB,160,5.791,Male,254100,1,0
18,4438,939,1901,VOLKSWAGEN,895,5.3873,Female,288300,1,0
34,1461,299,739,BMW,276,3.4375,Male,252600,1,0
37,663,127,293,FORD,132,3.7813,Male,247800,1,0
30,2645,462,1506,FORD,480,6.3716,Male,330500,1,0
30,3742,633,1721,HYUNDAI,631,6.1388,Male,302400,1,0
27,3353,653,1571,MG,621,5.273,Male,315600,1,0
21,8275,1566,3636,ROVER,1524,5.1506,Male,302100,1,0
25,3223,612,1529,SAAB,602,5.121,Male,287600,1,0
35,1907,326,912,VAUXHALL,313,5.9567,Female,294300,1,0
35,1802,291,841,VOLVO,315,4.8365,Male,313900,1,0
33,2023,425,1016,DAEWOO,405,3.9417,Male,285800,1,0
28,3840,629,1883,FORD,662,6.4095,Male,335900,1,0
28,4863,901,2110,ROVER,868,5.1483,Male,342000,1,0
28,5096,1011,2588,VOLKSWAGEN,954,5.357,Female,355200,1,0
17,9789,2552,4748,FORD,2206,4.2531,Male,279800,1,0
20,4461,864,2042,Unknown,808,4.7083,Male,217700,1,0
32,2248,460,1191,FORD,419,5.606,Male,288900,1,0
34,2034,359,1016,HYUNDAI,375,5.8127,Male,288300,1,0
26,3285,502,1443,LOTUS,530,5.7833,Male,339600,1,0
19,4620,1404,2672,ROVER,1308,3.699,Male,237500,1,0
11,1711,493,1094,VAUXHALL,543,3.73,Male,227700,1,0
39,1164,199,619,ALFA ROMEO,231,4.6304,Male,263200,1,0
20,1145,198,431,FIAT,173,3.1103,Female,281900,1,0
27,4140,969,2135,FORD,893,3.6292,Female,264600,1,0
26,4310,678,1819,JAGUAR,686,7.0469,Female,365500,1,0
31,3890,711,1898,ROVER,717,5.2534,Male,290900,1,0
21,7628,2166,3637,OTHER,1749,3.6401,Female,267500,1,0
25,5775,1225,3580,FORD,1138,3.9187,Male,314900,1,0
25,5463,1351,2758,MITSUBISHI,1310,3.0079,Male,277300,1,0
33,726,168,351,PROTON,147,3.1458,Female,270500,1,0
30,4238,1010,1914,ROVER,972,3.7632,Female,307000,1,0
27,2462,570,1278,Unknown,565,3.5652,Male,329500,1,0
30,1758,248,814,HYUNDAI,256,6.623,Female,332500,1,0
21,4193,1068,2487,MERCEDES,1011,3.7188,Female,293000,1,0
25,1455,370,734,VOLVO,331,3.2727,Male,262500,1,0
25,5641,1517,3786,Unknown,1410,3.3958,Male,267500,1,0
20,4228,1006,2334,FIAT,1007,4.3081,Female,227300,1,0
22,2593,637,1249,PROTON,623,3.75,Female,212500,1,0
20,710,188,363,ROVER,176,4.0962,Male,214100,1,0
17,1330,271,408,VOLVO,258,1.7171,Male,181300,1,0
52,777,148,362,VOLVO,144,4.0208,Male,262500,1,0
9,1503,381,715,BMW,349,4.6371,Male,234300,1,0
30,3734,813,1834,FORD,824,3.4505,Female,260000,1,0
19,7027,1847,3759,FORD,1753,3.1509,Female,242900,1,0
30,3404,693,1794,HONDA,633,4.6312,Female,283200,1,0
33,2120,349,907,ROVER,336,7.5443,Male,283000,1,0
31,2750,664,1459,TOYOTA,660,3.2287,Male,264900,1,0
33,1940,327,877,VAUXHALL,314,5.4386,Male,280400,1,0
25,4707,695,1995,VOLKSWAGEN,642,6.6437,Male,296100,1,0
27,2427,403,1301,VOLVO,438,5.0385,Male,277300,1,0
26,1182,309,620,Unknown,306,3.3922,Female,269100,1,0
28,3688,633,1877,FIAT,620,5.7251,Male,272600,1,0
27,3526,589,1725,FORD,553,5.7812,Male,275000,1,0
27,2937,497,1454,LEXUS,511,5.4051,Male,273500,1,0
32,2930,481,1336,RENAULT,481,6.4631,Female,344100,1,0
23,4040,843,2181,SUZUKI,843,4.0403,Male,303400,1,0
31,3340,735,1891,VAUXHALL,686,4.8542,Male,275000,1,0
24,1240,263,690,VOLVO,276,5,Male,283000,1,0
25,4096,743,2027,BMW,741,5.3294,Male,300300,1,0
29,2721,682,1602,FIAT,646,3.337,Male,265300,1,0
17,1527,267,775,JAGUAR,260,5.9658,Male,278000,1,0
25,3075,564,1633,RENAULT,543,5.2528,Female,269400,1,0
29,2658,484,1318,TOYOTA,498,5.3561,Male,298900,1,0
28,5018,1066,2846,VAUXHALL,998,4.0174,Male,273900,1,0
22,6114,1211,2983,VAUXHALL,1163,5.2533,Male,269100,1,0
31,3347,589,1566,VOLVO,597,5.5151,Male,286800,1,0
19,2174,454,998,VOLVO,426,4.6827,Female,255100,1,0
22,1408,351,636,CITROEN,294,1.8542,Male,333300,1,0
30,3298,634,1532,FORD,602,5.0863,Male,332000,1,0
37,3109,541,1566,FORD,544,6.0235,Female,413500,1,0
32,1382,239,705,HONDA,251,6.0957,Female,405400,1,0
26,3032,605,1208,MAZDA,562,5.4683,Male,430900,1,0
35,1018,169,484,RENAULT,174,6.1648,Female,371900,1,0
34,2906,544,1282,ROVER,522,5.5127,Male,268200,1,0
36,1089,182,535,VAUXHALL,170,4.69,Male,252600,1,0
21,1354,289,639,VOLVO,273,4.5333,Female,234200,1,0
34,2231,360,1035,Unknown,365,4.7917,Female,243200,1,0
32,1555,287,779,FIAT,284,6.0358,Female,260100,1,0
35,1484,244,664,HYUNDAI,238,4.675,Male,245300,1,0
24,5046,1001,2449,MITSUBISHI,968,4.7118,Male,274600,1,0
30,2327,419,1114,ROVER,372,4.7279,Male,272000,1,0
26,6777,1051,3319,VOLKSWAGEN,1061,6.3663,Female,279400,1,0
19,1741,294,632,VOLVO,279,5.5944,Female,290500,1,0
26,2561,388,1165,FORD,393,7.3522,Male,363800,1,0
26,2574,414,1096,HONDA,428,6.0738,Male,335900,1,0
27,1265,216,660,RENAULT,232,5.3911,Male,281200,1,0
22,2614,453,1240,VOLKSWAGEN,462,6.0712,Male,271800,1,0
27,4866,668,1956,FORD,659,7.3843,Female,405000,1,0
21,4872,594,1811,OTHER,560,9.3834,Female,500001,1,0
36,4423,632,1719,FIAT,608,7.8407,Female,476400,1,0
22,2781,523,1291,FORD,516,4.6065,Female,445900,1,0
46,10088,1910,3728,MAZDA,1781,5.2321,Male,500001,1,0
35,4709,723,1866,PROTON,694,8.492,Male,500001,1,0
20,2345,322,890,ROVER,276,10.0187,Male,500001,1,0
35,2553,533,1117,VAUXHALL,498,4.4063,Male,436100,1,0
33,3585,935,1511,VOLVO,835,3.1176,Male,396300,1,0
36,3191,430,1234,Unknown,440,9.0704,Female,500001,1,0
19,1858,359,790,FIAT,347,4.5156,Female,339300,1,0
32,2892,496,1193,FORD,492,6.131,Male,367800,1,0
27,2331,461,1178,HYUNDAI,447,4.6654,Male,340700,1,0
21,1214,192,500,MAZDA,185,7.598,Male,347800,1,0
17,4034,611,1158,ROVER,560,8.2069,Male,442500,1,0
19,755,93,267,VOLVO,99,15,Female,500001,1,0
25,1743,212,604,FIAT,200,10.7582,Female,500001,1,0
21,2775,389,856,FORD,350,7.9135,Female,496400,1,0
22,4240,532,1480,FORD,514,11.2463,Female,500001,1,0
35,3574,485,1325,HONDA,476,8.5425,Female,500001,1,0
33,1664,271,759,MG,272,5.7876,Male,415800,1,0
27,3340,451,1220,RENAULT,447,8.8178,Male,500001,1,0
24,2411,299,847,ROVER,299,10.2666,Male,500001,1,0
34,1764,243,692,VOLVO,223,8.0331,Female,500001,1,0
31,1574,193,551,DAEWOO,191,10.2311,Female,500001,1,0
29,2718,365,982,FORD,339,7.9234,Male,500001,1,0
14,2561,404,1172,FORD,378,7.6107,Male,500001,1,0
34,2892,413,903,LANDROVER,365,7.8711,Female,500001,1,0
24,1521,209,539,PROTON,192,11.1557,Female,500001,1,0
28,2796,365,1085,ROVER,363,10.6834,Male,500001,1,0
22,3118,438,1147,VOLVO,425,10.3653,Male,500001,1,0
18,2550,312,999,ALFA ROMEO,320,8.7939,Male,500001,1,0
25,3845,492,1461,FORD,475,10.3979,Female,500001,1,0
31,3136,431,1190,FORD,412,7.5,Male,500001,1,0
22,2038,260,773,HONDA,281,9.1569,Female,500001,1,0
35,3133,541,1449,MG,555,5.7295,Female,346100,1,0
33,2170,311,854,TOYOTA,303,8.3605,Female,500001,1,0
32,2782,495,1092,VOLVO,455,5.4103,Female,335900,1,0
32,4350,645,1551,FORD,609,7.8279,Male,500001,1,0
29,3752,468,1320,MAZDA,471,9.8937,Male,500001,1,0
25,3437,428,1198,VAUXHALL,411,9.3464,Male,500001,1,0
28,3825,473,1415,VOLVO,480,10.675,Male,500001,1,0
16,1612,221,567,PEUGEOT,208,10.5793,Male,500001,1,0
19,3625,432,1252,FORD,409,12.2145,Male,500001,1,0
25,4460,553,1608,FORD,561,10.7958,Female,500001,1,0
24,4973,709,1692,FORD,696,7.8627,Female,500001,1,0
29,1945,269,826,MAZDA,275,8.248,Male,498800,1,0
30,3033,540,1440,PROTON,507,6.2182,Female,380800,1,0
25,4601,696,2003,VAUXHALL,666,8.0727,Male,455500,1,0
25,4111,538,1585,VAUXHALL,568,9.2298,Male,500001,1,0
11,5488,706,1947,Unknown,641,10.7326,Male,500001,1,0
13,2173,349,891,FIAT,345,8.0158,Male,420000,1,0
23,4507,751,2167,FORD,722,7.0102,Female,500001,1,0
24,4401,698,1818,PORSCHE,685,7.2986,Male,500001,1,0
30,2268,404,1197,ROVER,372,7.0813,Male,485300,1,0
17,2560,396,959,TVR,400,7.8528,Male,368900,1,0
20,4475,1048,2271,VAUXHALL,1021,4.8836,Female,396200,1,0
13,2057,466,790,FIAT,436,5.0081,Male,288300,1,0
21,2052,346,933,OTHER,351,5.3167,Female,416300,1,0
26,2690,401,1264,SKODA,429,7.7643,Male,474700,1,0
17,3674,824,1364,VAUXHALL,694,6.3131,Female,436400,1,0
22,4011,963,2206,Unknown,879,4.5721,Male,351200,1,0
27,2826,451,1259,FIAT,439,5.7528,Female,431400,1,0
29,2476,434,1217,FORD,416,6.2045,Male,393800,1,0
24,3388,633,1627,FORD,585,5.154,Female,355100,1,0
26,1714,270,778,HYUNDAI,262,6.075,Female,417000,1,0
25,2366,417,1076,ROVER,398,6.9238,Male,345900,1,0
25,2131,410,1132,SUZUKI,395,5.3508,Female,409100,1,0
25,3807,600,1678,VOLVO,600,6.6818,Female,411300,1,0
25,4044,551,1699,FORD,533,8.0837,Male,380600,1,0
23,6846,1078,2951,LOTUS,1063,6.3702,Male,332000,1,0
28,3811,585,1795,SAAB,581,7.8383,Male,372700,1,0
29,3429,524,1518,VOLVO,520,7.218,Female,400700,1,0
19,2885,859,1520,FORD,784,3.375,Male,275700,1,0
30,3007,554,1551,RENAULT,616,5.8521,Male,326300,1,0
22,3583,758,1792,FORD,695,5.4842,Male,335300,1,0
34,2629,433,1301,VAUXHALL,431,6.083,Male,341400,1,0
35,2355,384,1248,BMW,378,5.9714,Female,332500,1,0
26,1983,301,924,FIAT,297,6.7123,Female,354600,1,0
32,2134,328,903,FORD,322,6.359,Male,341900,1,0
27,4336,754,2009,FORD,734,6.3923,Male,348300,1,0
33,2563,434,1230,MAZDA,418,6.3197,Male,340100,1,0
15,5132,1059,2156,PEUGEOT,982,5.6511,Male,404800,1,0
34,3450,731,1915,ROVER,689,4.7402,Female,244500,1,0
26,1391,241,700,VAUXHALL,236,6.6766,Male,332700,1,0
32,3108,613,1577,VOLVO,603,4.6613,Male,284000,1,0
33,4211,918,2389,Unknown,861,4.7235,Female,242200,1,0
25,3823,584,1689,BMW,571,7.3693,Male,373600,1,0
23,4221,671,1782,FIAT,641,7.4863,Female,412300,1,0
16,1755,410,674,FORD,410,5.1602,Male,231200,1,0
30,1036,151,467,FORD,156,6.448,Female,360600,1,0
30,4033,794,1788,FORD,807,5.6932,Male,338700,1,0
26,2785,418,1221,LEXUS,422,8.1078,Male,365700,1,0
22,3219,756,1479,RENAULT,667,4.1473,Female,354400,1,0
26,1992,328,980,ROVER,342,6.2475,Female,350000,1,0
28,2488,396,1190,VOLKSWAGEN,410,5.7881,Female,344700,1,0
25,5404,906,2338,VOLKSWAGEN,883,6.0577,Female,451800,1,0
25,3095,514,1251,VOLVO,507,5.5388,Female,352100,1,0
33,2517,496,1158,VOLVO,443,5.0785,Male,289500,1,0
20,4304,851,2059,CITROEN,835,5.1674,Female,333000,1,0
27,1716,290,817,FORD,301,5.9158,Male,343100,1,0
31,3344,620,1604,FORD,572,5.2108,Female,351500,1,0
31,3080,526,1493,HONDA,582,6.3052,Male,344200,1,0
34,2494,375,1399,MAZDA,382,7.3753,Male,388100,1,0
34,2515,401,1079,RENAULT,399,7.7865,Female,423900,1,0
31,1443,215,627,VAUXHALL,222,6.6087,Male,416500,1,0
20,3435,593,1293,VOLKSWAGEN,553,6.7578,Female,451400,1,0
28,3250,485,1328,VOLVO,473,7.4729,Male,431600,1,0
28,3081,460,1260,BMW,461,7.5372,Female,432600,1,0
16,1156,198,455,FIAT,216,7.2779,Female,292900,1,0
28,1582,264,696,FORD,270,5.678,Male,370100,1,0
25,1994,287,704,HYUNDAI,283,7.7799,Female,447300,1,0
17,1165,278,598,MAZDA,287,4.0129,Female,342400,1,0
23,2590,725,1795,RENAULT,680,3.16,Female,225000,1,0
19,3694,1036,2496,ROVER,986,3.6991,Male,271500,1,0
35,1365,256,662,VOLVO,262,5.6533,Male,291400,1,0
34,2400,419,1017,ALFA ROMEO,384,4.1369,Male,316900,1,0
27,2621,513,1063,FIAT,523,3.9848,Female,409700,1,0
31,1795,281,872,FORD,282,8.0599,Female,381800,1,0
35,2693,493,1343,HONDA,455,6.0777,Male,327500,1,0
32,2510,578,1160,RENAULT,581,4.9087,Male,322700,1,0
23,5135,911,2351,ROVER,863,5.2319,Male,430100,1,0
28,2490,345,948,VOLKSWAGEN,361,6.4913,Female,411900,1,0
20,2016,313,767,VOLVO,310,6.837,Female,383000,1,0
29,1733,255,679,CITROEN,278,7.5337,Female,406800,1,0
26,3298,460,1241,FORD,472,6.8753,Male,403000,1,0
27,3885,661,1537,MG,606,6.6085,Male,344700,1,0
16,2697,803,1369,VOLKSWAGEN,723,4.4699,Female,367400,1,0
17,2975,608,1465,VOLVO,577,5.8779,Male,362200,1,0
18,1221,255,507,JAGUAR,271,5.3679,Female,228400,1,0
19,3811,1227,1930,VOLVO,1153,3.5154,Female,311400,1,0
16,3402,1193,1479,AUSTIN,1043,3.5861,Male,500001,1,0
21,2471,677,1486,FIAT,689,3.9038,Female,243800,1,0
25,2074,387,1273,FORD,383,4.7609,Female,378000,1,0
16,1105,354,499,FORD,324,4.2061,Female,253600,1,0
24,1709,437,892,JAGUAR,408,4.9671,Male,335200,1,0
25,2796,429,1267,ROVER,426,6.6329,Male,349000,1,0
21,2483,396,1194,TOYOTA,424,7.1273,Female,346300,1,0
16,3716,916,1551,VAUXHALL,759,4.5,Male,323600,1,0
19,2237,433,1158,VOLVO,426,6.7718,Female,368300,1,0
17,2070,278,797,ALFA ROMEO,275,8.6155,Female,411200,1,0
25,3534,949,1880,FIAT,849,3.4238,Female,337000,1,0
17,6012,1737,3539,FIAT,1625,3.8464,Male,239400,1,0
9,2966,770,1430,FORD,740,3.0047,Female,256000,1,0
41,2123,425,1032,FORD,435,4.6957,Male,284800,1,0
30,1269,290,556,MG,266,3.8125,Male,325000,1,0
42,1125,273,616,ROVER,258,3.6765,Male,252800,1,0
33,2757,489,1201,VOLKSWAGEN,481,5.0453,Female,311600,1,0
38,2850,550,1518,VOLVO,514,4.2028,Male,273600,1,0
21,2667,798,1433,FIAT,727,3.8732,Female,252400,1,0
43,1261,317,836,FORD,333,4.0911,Female,224600,1,0
32,726,204,538,FORD,203,4.505,Male,230400,1,0
8,5686,1489,3250,FORD,1329,4.2782,Male,327700,1,0
11,2559,694,1309,HYUNDAI,668,4.1847,Female,167300,1,1
25,2213,360,1066,OTHER,390,7.2165,Male,360900,1,0
16,1434,372,804,RENAULT,361,3.7045,Female,178100,1,1
22,3280,933,1842,SUZUKI,795,4.4107,Female,232700,1,0
32,1889,487,1321,VOLVO,508,3.2574,Female,254400,1,0
26,2500,962,2374,Unknown,879,3.5586,Male,222200,1,0
36,1976,361,1348,FIAT,371,5.6447,Female,252600,1,0
36,1236,229,880,FORD,247,5.791,Female,239400,1,0
34,2600,650,1994,FORD,650,4.0223,Female,250200,1,0
35,2348,531,1475,FORD,498,4.35,Male,261000,1,0
16,3015,829,1769,JAGUAR,807,4.0068,Male,249500,1,0
35,2297,497,1428,PROTON,497,4.7431,Female,239700,1,0
5,8745,2211,3959,ROVER,2019,4.7685,Male,280100,1,0
23,3200,907,2029,VAUXHALL,866,3.5649,Male,450000,1,0
24,2424,501,1367,VOLVO,507,4.072,Male,364200,1,0
29,1875,340,816,FIAT,350,5.4351,Male,336500,1,0
20,4293,1272,2389,FORD,1210,4.2719,Female,270800,1,0
27,2687,768,1362,LANDROVER,725,3.4028,Male,324200,1,0
25,347,82,148,PROTON,77,4.4531,Female,350000,1,0
21,12855,3226,7273,ROVER,3052,4.3351,Male,267400,1,0
26,18,4,8,VOLVO,4,3.75,Female,375000,1,0
22,1236,290,413,FIAT,274,3.6875,Female,40000,1,1
20,3401,768,1497,FORD,747,4.2188,Male,500001,1,0
21,1798,399,837,JAGUAR,410,5.6999,Male,470000,1,0
18,3058,661,1377,VAUXHALL,675,6.1299,Female,500001,1,0
20,2976,766,1227,FORD,634,4.8625,Female,262500,1,0
19,1465,342,646,VAUXHALL,345,4.712,Male,289300,1,0
23,806,158,373,FORD,156,5.9291,Female,284600,1,0
16,3352,813,1440,FORD,729,3.7359,Male,262500,1,0
26,1184,225,815,FORD,218,5.7657,Female,322300,1,0
15,2940,910,943,MAZDA,711,4.359,Male,192200,1,0
19,3565,858,1639,PROTON,744,4.1544,Male,277000,1,0
25,1750,341,999,ROVER,319,5.806,Female,308700,1,0
20,1896,456,1069,TVR,436,4.6875,Male,288900,1,0
36,1575,379,1036,VOLVO,382,5.1408,Female,264700,1,0
33,6277,1274,3025,VOLVO,1211,5.4721,Male,343300,1,0
8,1480,414,856,Unknown,445,2.8203,Female,284100,1,0
14,753,193,421,FORD,153,4.2463,Male,266700,1,0
18,1476,473,838,HONDA,415,3.575,Male,274000,1,0
22,1489,436,662,VAUXHALL,470,3.5179,Male,197200,1,0
17,748,184,412,VAUXHALL,180,3.4375,Female,290600,1,0
23,4874,1251,2699,VOLVO,1163,3.8003,Female,229800,1,0
27,5110,1599,2764,Unknown,1482,3.4198,Female,351900,1,0
26,3218,1021,2087,CITROEN,964,3.2875,Female,182700,1,0
27,3410,1156,2314,HONDA,1086,3.4868,Male,165600,1,1
23,1755,508,1374,PROTON,506,4.3077,Male,293500,1,0
19,1085,288,1009,ROVER,305,3.9091,Female,276000,1,0
16,1994,489,1173,VAUXHALL,472,4.1875,Female,266400,1,0
15,255,63,138,Unknown,74,4.6591,Female,175000,1,1
23,514,210,367,DAEWOO,206,3.1736,Female,181300,1,0
52,766,203,448,FIAT,196,2.5208,Male,316700,1,0
43,2065,535,1029,FORD,500,3.7318,Female,327700,1,0
30,1722,490,1057,FORD,517,3.725,Female,261300,1,0
24,3983,1126,2645,FORD,1072,3.6742,Male,275000,1,0
44,1498,430,848,JAGUAR,400,2.8438,Female,307100,1,0
46,1115,248,543,PORSCHE,248,3.2083,Male,334300,1,0
4,2292,605,1050,SAAB,584,4.8036,Male,340000,1,0
30,1695,480,932,VAUXHALL,447,3.5045,Male,352500,1,0
37,1169,239,589,VOLKSWAGEN,249,5.0131,Female,330300,1,0
26,1272,306,562,Unknown,284,4.5644,Male,280200,1,0
39,2210,483,1023,DAEWOO,450,4.5833,Female,342400,1,0
31,1117,304,591,FORD,302,3.5909,Male,353100,1,0
36,1860,367,794,HONDA,366,5.0871,Female,354500,1,0
34,1508,483,774,LOTUS,443,2.7279,Female,365600,1,0
36,1035,196,475,ROVER,205,5.5385,Female,359000,1,0
34,1959,342,849,VAUXHALL,357,6.2884,Female,414700,1,0
36,2587,416,1055,BMW,410,6.1995,Female,407200,1,0
33,2771,659,1496,FIAT,581,3.4042,Male,353600,1,0
36,857,156,448,LANDROVER,168,5.0086,Female,366700,1,0
36,1199,198,485,TOYOTA,199,5.0796,Female,373400,1,0
36,782,130,348,VOLVO,128,6.828,Male,383900,1,0
29,1229,192,707,DAEWOO,194,7.1108,Female,465000,1,0
27,1269,186,464,Unknown,182,6.8374,Female,500001,1,0
34,2165,355,776,FIAT,339,5.2971,Female,442100,1,0
25,830,228,368,FORD,174,3.3917,Female,342900,1,0
22,3770,727,1657,LANDROVER,762,4.8021,Male,457500,1,0
30,2937,407,1097,RENAULT,407,7.9813,Male,473500,1,0
21,3244,426,1158,ROVER,415,7.5,Female,500001,1,0
34,1747,250,662,VAUXHALL,257,6.8268,Male,500001,1,0
28,4612,608,1686,BMW,567,10.0346,Female,500001,1,0
31,2717,376,1001,FIAT,381,9.281,Male,500001,1,0
37,1550,238,805,FIAT,250,5.0222,Male,500001,1,0
37,2269,325,930,FORD,321,7.5274,Male,500001,1,0
28,2181,284,728,FORD,238,8.2266,Female,500001,1,0
30,2040,294,787,LANDROVER,278,8.758,Male,500001,1,0
33,1208,198,495,MAZDA,216,5.4659,Male,500001,1,0
35,1172,184,512,PEUGEOT,175,7.3561,Male,500001,1,0
35,1447,205,619,ROVER,206,9.8144,Male,500001,1,0
35,1579,210,570,SAAB,196,8.5888,Female,500001,1,0
35,1347,207,548,SUZUKI,189,7.7068,Male,500001,1,0
30,1851,238,631,Unknown,236,10.1007,Female,500001,1,0
23,2597,335,922,FIAT,338,10.5142,Female,500001,1,0
28,1643,216,594,FORD,205,12.367,Male,500001,1,0
33,2398,317,832,FORD,314,10.3591,Female,500001,1,0
37,4167,612,1577,JAGUAR,597,7.5655,Male,500001,1,0
37,2511,354,945,OTHER,348,8.3924,Female,500001,1,0
40,2224,354,929,PEUGEOT,345,8.1064,Male,500001,1,0
22,1477,195,520,ROVER,187,10.3329,Male,500001,1,0
36,3598,500,1296,SAAB,533,7.8177,Female,500001,1,0
22,3638,719,1329,BMW,650,5.0804,Male,500001,1,0
49,1068,190,410,FORD,171,7.2045,Male,500001,1,0
18,1617,231,555,FORD,222,8.9021,Male,500001,1,0
31,2836,490,1138,FORD,481,4.9519,Male,500001,1,0
36,1660,261,655,FORD,249,6.3967,Female,500001,1,0
35,2471,349,881,JAGUAR,342,7.6229,Female,500001,1,0
31,2356,405,921,ROVER,358,7.0245,Female,500001,1,0
34,3561,497,1336,VAUXHALL,501,8.9172,Male,500001,1,0
34,1443,218,504,FIAT,200,8.4709,Male,500001,1,0
32,3514,473,1583,FORD,480,10.3894,Female,500001,1,0
29,6027,1195,2687,FORD,1171,5.1335,Male,461200,1,0
36,4787,900,2039,JAGUAR,890,5.4063,Male,440900,1,0
35,2419,426,949,PROTON,433,6.4588,Male,437100,1,0
46,206,44,134,TOYOTA,51,4.15,Male,265000,1,0
36,3982,1045,2251,AUSTIN,995,3.5364,Male,314100,1,0
33,2892,617,1250,FORD,581,5.3727,Male,360900,1,0
35,3584,535,1405,LANDROVER,538,7.3023,Male,451300,1,0
35,3905,565,1562,TOYOTA,553,7.313,Female,463700,1,0
32,3058,595,1267,FORD,540,6.4949,Female,417800,1,0
35,2712,428,1084,CITROEN,425,7.1382,Male,443800,1,0
33,1641,284,659,FORD,282,6.0884,Male,432900,1,0
35,2445,533,1187,JAGUAR,519,5.2803,Male,362100,1,0
36,2607,551,1165,RENAULT,523,5.1524,Female,373100,1,0
40,3454,648,1498,VAUXHALL,647,5.2114,Female,438400,1,0
32,4398,878,1799,VOLVO,792,4.7375,Male,431900,1,0
36,3212,553,1455,CITROEN,574,6.46,Male,425500,1,0
33,2974,623,1435,FIAT,588,5.485,Female,406300,1,0
42,2390,462,1146,FORD,468,6.3111,Male,397400,1,0
33,1509,303,748,FORD,268,4.875,Female,373400,1,0
35,2016,349,1023,PROTON,376,5.6413,Female,376600,1,0
33,3262,668,1411,FORD,626,5.316,Male,398100,1,0
37,2295,332,933,FORD,332,6.7257,Female,500001,1,0
37,1287,197,510,LANDROVER,206,7.9029,Male,500001,1,0
41,3233,540,1251,RENAULT,506,6.6354,Female,500001,1,0
43,3004,440,1088,VAUXHALL,427,9.1508,Female,500001,1,0
38,2835,447,1148,CITROEN,446,5.9277,Female,446600,1,0
39,906,109,353,HYUNDAI,112,10.3942,Male,500001,1,0
52,1135,219,441,ROVER,200,7.5418,Female,492000,1,0
52,1803,257,683,BMW,259,10.9508,Male,500001,1,0
52,3841,537,1391,FIAT,540,7.8647,Female,500001,1,0
52,2117,353,734,FORD,328,6.767,Female,500001,1,0
48,2074,297,700,MERCEDES,279,8.7051,Female,500001,1,0
52,568,91,219,VOLKSWAGEN,75,6.1575,Male,500001,1,0
47,4234,1156,1808,FORD,1093,4.2297,Female,425000,1,0
19,2207,810,1304,ROVER,775,2.1406,Male,402500,1,0
37,2926,874,1363,HYUNDAI,815,4.5987,Male,356000,1,0
34,2199,529,1193,FORD,532,4.2972,Male,405900,1,0
52,2063,320,774,HONDA,309,7.2543,Male,500001,1,0
52,1400,217,522,PEUGEOT,227,4.9861,Male,500001,1,0
52,1945,293,708,VAUXHALL,275,6.1655,Female,500001,1,0
52,3117,468,1114,FORD,421,6.6756,Male,500001,1,0
52,1944,308,696,NISSAN,293,8.2664,Male,500001,1,0
52,1327,190,467,VOLKSWAGEN,189,12.5902,Female,500001,1,0
52,1383,227,551,FORD,249,6.5829,Male,500001,1,0
47,2600,490,1149,HYUNDAI,465,5.0203,Male,476300,1,0
44,3558,839,1779,SKODA,832,3.9243,Female,404800,1,0
18,2060,563,1144,FORD,600,4.0686,Male,378600,1,0
20,11709,3618,7604,SKODA,3589,1.9045,Female,375000,1,0
34,4448,610,2571,FORD,581,11.0492,Female,500001,1,0
15,2577,360,979,ROVER,364,10.476,Male,500001,1,0
24,3924,1142,7174,VOLKSWAGEN,950,4.0972,Female,387500,1,0
29,473,103,359,FORD,87,7.0309,Female,475000,1,0
21,1034,117,323,SUZUKI,117,10.7237,Female,500001,1,0
27,3385,427,1248,SAAB,409,12.0372,Female,500001,1,0
37,1446,181,549,FIAT,190,10.7355,Male,500001,1,0
34,1575,183,511,HYUNDAI,180,13.1867,Male,500001,1,0
30,2139,260,742,MAZDA,242,11.806,Female,500001,1,0
26,2859,343,951,RENAULT,336,10.4277,Male,500001,1,0
32,1433,199,498,SKODA,201,9.3586,Female,500001,1,0
35,2063,266,676,CITROEN,252,8.5294,Male,500001,1,0
37,1795,285,791,FORD,261,7.5794,Female,500001,1,0
30,1502,186,501,FORD,180,10.0259,Male,500001,1,0
23,11294,1377,3840,HYUNDAI,1367,12.1387,Female,500001,1,0
23,3814,485,1344,ROVER,464,12.9792,Female,500001,1,0
7,189,26,84,TOYOTA,29,13.8093,Male,500001,1,0
11,436,70,212,VOLVO,75,8.6196,Male,500001,1,0
21,349,64,149,FORD,56,5.8691,Male,360000,1,0
21,427,63,182,HYUNDAI,70,11.3283,Female,500001,1,0
37,3852,652,1534,PROTON,567,5.8596,Male,318700,1,0
42,2533,433,957,Unknown,398,5.3468,Male,279900,1,0
43,1529,311,570,MERCEDES,250,5.2366,Male,293300,1,0
37,1150,203,511,RENAULT,179,5.7415,Male,398500,1,0
24,4420,996,2981,FIAT,975,3.506,Female,226400,1,0
24,7521,1364,3970,FORD,1318,4.4004,Male,255800,1,0
18,7245,1029,2893,NISSAN,1049,6.9508,Female,361200,1,0
24,4337,670,1936,PROTON,652,5.8904,Male,271400,1,0
21,6203,798,2494,VOLKSWAGEN,800,7.7201,Female,362700,1,0
